report_id,candidate_id,path,split,stress,capital,execution_mode,signal_start,signal_end,backtest_start,backtest_end,selection_eligible,is_forward,source_script,notes,evidence_class,experiment_manifest,canonical_evidence,superseded_by
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:cost2x:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:cost2x:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:lag1:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,1000000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:lag1:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,500000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:normal:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/normal/open_ledger_summary.csv,test_2025,normal,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:test_2025:normal:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/test_2025/normal/open_ledger_summary.csv,test_2025,normal,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:capacity_3pct:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:capacity_3pct:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:cost2x:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:cost2x:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:lag1:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,1000000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:lag1:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,500000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:normal:1000000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/normal/open_ledger_summary.csv,val_2024,normal,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_v2_svol0_betag001_gate0:val_2024:normal:500000,cond_pairrisk_v2_svol0_betag001_gate0,reports/sa_20260710_backtest/v2_svol0_betag001_gate0/val_2024/normal/open_ledger_summary.csv,val_2024,normal,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:capacity_3pct:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:capacity_3pct:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:cost2x:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:cost2x:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:lag1:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,1000000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:lag1:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,500000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:normal:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:forward_2026:normal:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:capacity_3pct:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:capacity_3pct:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:cost2x:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:cost2x:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:lag1:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,1000000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:lag1:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,500000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:normal:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/normal/open_ledger_summary.csv,test_2025,normal,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:test_2025:normal:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/test_2025/normal/open_ledger_summary.csv,test_2025,normal,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:capacity_3pct:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:capacity_3pct:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:cost2x:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:cost2x:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:lag1:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,1000000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:lag1:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,500000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:normal:1000000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/normal/open_ledger_summary.csv,val_2024,normal,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
cond_pairrisk_volg001_realistic:val_2024:normal:500000,cond_pairrisk_volg001_realistic,reports/sa_20260710_backtest/cond_pairrisk_volg001_realistic/val_2024/normal/open_ledger_summary.csv,val_2024,normal,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:capacity_3pct:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:capacity_3pct:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/capacity_3pct/open_ledger_summary.csv,forward_2026,capacity_3pct,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:cost2x:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:cost2x:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/cost2x/open_ledger_summary.csv,forward_2026,cost2x,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:lag1:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,1000000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:lag1:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/lag1/open_ledger_summary.csv,forward_2026,lag1,500000,realistic,2026-01-05,2026-06-30,2026-01-07,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:normal:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,1000000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:forward_2026:normal:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/forward_2026/normal/open_ledger_summary.csv,forward_2026,normal,500000,realistic,2026-01-05,2026-06-30,2026-01-06,2026-06-29,False,True,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:capacity_3pct:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:capacity_3pct:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/capacity_3pct/open_ledger_summary.csv,test_2025,capacity_3pct,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:cost2x:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:cost2x:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/cost2x/open_ledger_summary.csv,test_2025,cost2x,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:lag1:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,1000000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:lag1:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/lag1/open_ledger_summary.csv,test_2025,lag1,500000,realistic,2025-01-02,2025-12-31,2025-01-06,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:normal:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/normal/open_ledger_summary.csv,test_2025,normal,1000000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:test_2025:normal:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/test_2025/normal/open_ledger_summary.csv,test_2025,normal,500000,realistic,2025-01-02,2025-12-31,2025-01-03,2025-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:capacity_3pct:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:capacity_3pct:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/capacity_3pct/open_ledger_summary.csv,val_2024,capacity_3pct,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:cost2x:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,1000000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:cost2x:500000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/cost2x/open_ledger_summary.csv,val_2024,cost2x,500000,realistic,2024-01-02,2024-12-31,2024-01-03,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
ledger_path_v3_capital_aware_hybrid_50_75no_100volg001:val_2024:lag1:1000000,ledger_path_v3_capital_aware_hybrid_50_75no_100volg001,reports/state_aware_policy_training_20260710_capped/ledger_path_v3_capital_aware_hybrid_50_75no_100volg001/val_2024/lag1/open_ledger_summary.csv,val_2024,lag1,1000000,realistic,2024-01-02,2024-12-31,2024-01-04,2024-12-31,True,False,run/backtest_retention_open_ledger.py,,legacy_registered,,,
